station number Kevin's system,catch
142,741.4913481
143,470.469491
144,74.87048937
145,227.3161264
146,1075.27430309338
147,236.2018752
148,390.1757357
149,345.7185487
150,433.2401816
151,266.0200884
152,537.6341788
153,831.1303288
154,331.7785611
155,1228.71878395937
156,536.3286523
157,177.3254899
158,219.5726767
159,568.461382280081
160,379.507842816411
161,302.651181559272
162,324.2147156
163,317.1266248
164,659.090875
165,162.8480673
166,306.6241579
167,275.5388843
168,613.529136199485
169,268.627282965469
170,298.4009209
171,1030.951941
172,236.1439113
173,1011.559972
174,993.5390721
175,922.191067
176,993.3399244
177,493.80356789511
178,110.0697408
179,114.078013317559
180,1166.32014733332
181,682.3516231
182,238.3856068
183,342.9806398
184,553.7944611
185,787.9486771
186,413.2124649
187,705.0888848
188,586.0523318
189,187.0637689
190,310.108375
191,111.6788888
192,969.2716267
193,860.139254
194,715.1352587
195,859.0069158
196,177.5705225
197,1171.82387
198,953.810433792766
199,776.9953744083
200,515.4960991
201,386.8236858
202,603.4093527
203,1176.73015789089
204,176.466408
205,161.6365279
206,535.0317628
207,486.4366543
208,260.799975970129
209,918.7537327
210,568.5153688
211,372.5818182
212,231.787078473884
213,62.8314976311211
214,413.9151684
215,632.868847277205
216,1000.193467
217,547.5782305
218,530.2037951
219,749.159672675446
220,432.2553127
221,791.813939630731
222,199.6191726
223,584.6795708
224,437.0265584512
225,682.521180419326
226,208.456109103094
227,493.1006763
228,1235.499098
229,985.0494088
230,758.072636228101
231,501.662650295242
232,969.468477957005
233,193.2817045
234,375.273568
235,753.084642217425
236,331.742144564947
237,1141.37172070326
238,127.3000143
239,143.6841357
240,449.9116845
241,825.7968565
242,620.7479711
243,416.7713105
244,836.0269177
245,202.8255791
246,337.949843336364
247,715.332961508533
248,888.6944465
249,469.8450197
250,396.5523544
251,226.2484998
252,137.9811678
253,342.8497688
254,904.8668726
255,746.7510446
256,610.0228599
257,747.5908788
258,673.9631884
259,1164.98346
260,946.3060853
261,394.609387
262,199.0953024
263,667.7414133
264,578.9825851
265,622.55054
266,577.840065920054
267,737.4241064
268,577.134207
269,833.4635598
270,402.13691958274
271,234.5577229
272,866.6610158
273,539.6774632
274,1064.188195
275,658.1029084
276,610.1883113
277,242.3378814
278,334.1925435
279,627.9806761
280,275.7036978
281,166.9770643
282,383.1295605
283,449.4700924
284,109.9136944
285,735.1774896
286,275.321015599996
287,895.8460065
288,271.9176519
289,1029.662366
290,657.0325558
291,575.1727723
292,134.0002599
293,212.8751358
294,92.11955371
295,157.0769529
296,123.3239472
297,1091.204822
298,142.9270104
299,132.9001689
300,782.969438271049
301,307.1490556
302,614.1472058
303,523.7048326
304,483.6352161
305,576.6651331
306,1161.78422
307,501.4349659
308,310.629769403788
309,172.9381542
310,390.082892912087
311,131.1012718
312,115.500485634021
313,1225.912866
314,539.099489281311
315,211.2487719
316,183.9494154
317,764.2800873
318,375.5247649
319,621.862025
320,99.71975316
321,144.8147733
322,854.7069355
323,1221.89310387799
324,601.759389135872
325,480.6603105
326,353.8637126
327,380.0459996
328,607.870053
329,335.6975268
330,1135.804674
331,773.594761646552
332,745.9816056
333,952.6550238
334,399.6944412
335,264.053352
336,62.47240962
337,427.485459
338,102.424521
339,196.5070381
340,462.070024082767
341,379.8881086
342,339.840523459007
343,475.3420456
344,661.390738
345,207.0606712
346,252.6475037
347,785.9210903
348,628.8122379
349,982.033740821632
350,420.052763
351,298.212244
352,462.0366703
353,765.1360475
354,567.8626512
355,445.1288547
356,470.0591161
357,676.35022
358,448.8927482
359,335.5947616
360,652.2844015
361,431.1230116
362,835.1416705
363,1220.741716
364,733.232052370081
365,1213.220284
366,987.2809467
367,16.8244689360705
368,88.5372624602116
369,1080.403117
370,356.7888851
371,469.948887
372,701.4202615
373,251.5765292
374,360.8943795
375,361.7083026
376,947.7963565
377,161.4306777
378,431.4306179
379,203.6467739
380,34.58008479
381,257.8025334
382,808.4618225
383,745.334041150757
384,72.6944443887695
385,225.0010641
386,426.9781264
387,246.7605316
388,651.5555143
389,929.645908744564
390,784.817245293925
391,1184.51514
392,85.22259124
393,375.2593773
394,544.7357342
395,297.9682452
396,193.832703097524
397,1196.814787
398,270.5219946
399,1067.742308
400,100.594404314043
401,1042.925124
402,488.9935212
403,910.2953968
404,845.116550725508
405,1041.60576447101
406,515.112349
407,638.845523218471
408,830.4606845
409,1132.121833
410,1080.42954
411,75.88476897
412,189.2334935
413,515.092146021295
414,169.3937585
415,307.9055571
416,404.0929483
417,274.3911092
418,240.0123793
419,248.6058499
420,96.94437958
421,280.9583659
422,426.1236429
423,249.4844744
424,693.4253492
425,456.9706716
426,561.6618833
427,1185.012787
428,1134.33173
429,548.703404
430,885.6885828
431,661.556012444726
432,747.090103000144
433,925.220806361849
434,888.225945502205
435,624.361083846398
436,161.995825263106
437,973.375961
438,854.163969
439,212.8641408
440,229.5160698
441,381.6172548
442,74.51245367
443,135.9611436
444,1161.468018
445,238.0944134
446,40.9569667403104
447,557.5400521
448,298.3385751
449,599.178408
450,164.7079884
451,192.2126188
452,694.157935062561
453,882.584414193193
454,476.1719592
455,972.9008418
456,515.7467939
457,1008.823908
458,604.806049042191
459,109.849423093652
460,574.777238715072
461,1162.96657
462,1187.013917
463,611.8103821
464,570.0951166
465,413.47952
466,255.9893651
467,374.6815028
468,797.244197611104
469,296.1544524
470,764.883582122542
471,607.018935306323
472,254.0952549
473,476.9088412
474,835.130152
475,196.736876
476,507.7164319
477,416.5455585
478,1162.644096
479,328.7126104
480,643.9086629
481,291.1409652
482,579.4096737
483,1136.142047
484,1195.722458
485,677.674654124696
486,469.191795122453
487,993.877153496452
488,1244.402745
489,442.8862257
490,605.750968007087
491,562.052273476706
492,997.8240642
493,425.5609057
494,888.6674612
495,1165.13370408123
496,637.891792067765
497,481.8465684
498,529.8135787
499,808.0258634
500,869.4078214
501,390.3823712
502,76.4861512095425
503,298.477908870591
504,251.690847
505,329.3261949
506,242.1208286
507,424.243685
508,287.7146105
509,975.214456350187
510,221.8411091
511,492.4493799
512,515.5769054
513,187.3480875
514,927.306632
515,401.1054134
516,594.1543602
517,633.5998215
518,381.9728571
519,693.4253492
520,456.9706716
521,561.6618833
522,1185.012787
523,1134.33173
524,548.703404
525,885.6885828
526,959.8822695335
527,1028.45352020554
528,649.199654827308
529,998.470851061678
530,710.946230548481
531,814.942041937618
532,973.375961
533,854.163969
534,212.8641408
535,229.5160698
536,381.6172548
537,74.51245367
538,135.9611436
539,1161.468018
540,238.0944134
541,87.5491298029859
542,557.5400521
543,298.3385751
544,599.178408
545,164.7079884
546,192.2126188
547,132.472818859918
548,142.039954331752
549,476.1719592
550,972.9008418
551,515.7467939
552,1008.823908
553,1132.87946437482
554,279.742816053562
555,182.03398295896
556,1162.96657
557,1187.013917
558,611.8103821
559,570.0951166
560,413.47952
561,255.9893651
562,374.6815028
563,903.752796553351
564,296.1544524
565,211.006020392304
566,67.5212825990226
567,254.0952549
568,476.9088412
569,835.130152
570,196.736876
571,507.7164319
572,416.5455585
573,1162.644096
574,328.7126104
575,643.9086629
576,291.1409652
577,579.4096737
578,1136.142047
579,1195.722458
580,421.523314544658
581,646.46478530684
,1244.402745
